PFid	pfam_name	Aaoar1	Aciri1_meta	Altal1	Altbr1	Amnli1	Aplpr1	Aspnid1	Aulhe2	Aurpu_var_mel1	Aurpu_var_nam1	Aurpu_var_pul1	Aurpu_var_sub1	Bauco1	Bimnz1	Botci1	Botdo1_1	Bysci1	Cenge3	Cerzm1	Clael1	Clafu1	Cocca1	CocheC5_3	Cocim1	Coclu2	Cocmi1	Cocsa1	Cocvi1	Corca1	Cucbe1	Decga1	Delco1	Didex1	Disac1	Dotse1	Dotsy1	Erebi1	Fusgr1	Glost2	Hyspu1_1	Karrh1	Lenfl1	Lepmu1	Leppa1	Linin1	Lizem1	Lopma1	Lopmy1	Macan1	Macph1	Maseb1	Melpu1	Micmi1	Mycfi2	Mycgr3	Myrdu1	Mytre1	Neopa1	Neucr2	Ophdi1	Parsp1	Patat1	Photr1	Phycit1	Pieho1_1	Plesi1	Polci1	Polfu1	Psehy1	Pyrco1	Pyrsp1	Pyrtr1	Pyrtt1	Rhili1	Rhyru1_1	Sacpr1	Sclsc1	Sepmu1	Seppo1	Setho1	Settu1	Spofi1	Stano2	Stasp1	Ternu1	Totfu1	Trepe1	Tribi1	Tryvi1	Tubme1	Venin1	Venpi1	Veren1	Wesor1	Zasce1	Zoprh1	Zymar1	Zymps1
PF00102.22	Y_phosphatase	3	4	3	3	5	4	4	3	8	8	9	7	6	5	8	4	4	3	5	4	6	3	3	4	3	3	3	3	4	3	3	4	3	5	4	3	4	3	3	4	3	3	4	3	5	3	4	4	3	4	3	3	3	5	5	7	4	3	4	4	3	5	3	4	4	4	5	3	5	5	4	3	3	4	3	3	7	6	6	3	3	4	4	4	5	5	5	3	6	5	3	4	3	3	5	3	6	5
PF00106.20	adh_short	222	132	216	126	213	154	178	149	127	120	145	142	147	206	143	245	200	120	151	155	193	170	172	70	168	155	157	167	285	169	118	119	125	108	155	129	112	167	203	224	212	245	105	206	213	133	262	264	137	220	182	288	151	158	152	123	265	211	89	210	236	105	168	108	43	172	142	223	138	55	245	144	147	293	245	120	100	118	100	194	169	101	157	217	130	159	226	83	189	52	133	135	203	108	355	262	141	155
PF00107.21	ADH_zinc_N	83	53	65	44	68	53	70	51	50	49	61	61	48	67	56	105	68	40	58	55	64	66	64	26	55	60	59	58	92	59	39	39	55	35	58	47	41	62	71	72	66	85	42	69	83	50	84	88	52	89	56	100	53	56	60	51	95	80	33	72	76	32	65	44	14	56	48	80	52	21	86	50	59	112	79	45	51	46	38	66	63	41	59	87	48	55	81	31	66	15	46	51	74	45	122	92	50	60
PF00108.18	Thiolase_N	16	7	13	14	13	14	18	9	8	8	9	13	9	13	17	15	16	9	13	12	11	13	14	11	13	11	11	11	18	11	10	11	10	9	10	14	10	11	15	18	9	16	11	14	20	11	15	6	9	18	16	17	7	11	9	8	11	16	7	12	11	8	14	8	6	10	9	14	13	6	12	13	17	12	16	9	12	16	11	10	19	11	11	16	12	14	15	7	12	6	8	11	19	16	15	18	12	10
PF00109.21	ketoacyl-synt	27	6	15	12	29	22	39	9	6	7	8	14	7	25	23	39	38	17	19	16	15	32	31	15	21	25	24	28	38	16	15	20	12	15	13	18	7	19	26	30	23	36	18	25	42	17	23	12	9	44	21	48	11	13	15	13	26	31	12	20	24	9	23	10	6	19	12	20	23	5	14	24	27	16	41	9	23	15	15	14	33	11	23	25	10	10	22	5	42	6	10	13	40	20	28	49	11	13
PF00111.22	Fer2	6	3	5	3	5	5	3	4	3	3	4	2	3	6	3	5	4	5	4	5	2	5	5	3	5	5	5	5	5	5	3	5	5	3	3	5	3	8	5	5	7	6	4	5	5	5	5	5	5	5	6	5	4	5	3	3	5	3	4	5	6	4	4	4	2	5	4	5	4	3	6	5	5	4	5	4	2	5	5	4	5	3	5	5	3	3	6	3	3	2	4	3	5	3	9	5	4	3
PF00112.18	Peptidase_C1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	2	0	1	0	0
PF00113.17	Enolase_C	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1
PF00115.15	COX1	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
PF00116.15	COX2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
PF00117.23	GATase	13	8	10	10	10	10	9	8	9	9	9	9	8	10	9	9	13	9	9	10	10	10	10	11	10	9	10	10	12	12	10	9	10	10	10	11	8	12	9	8	11	10	9	9	8	10	11	8	11	11	12	11	8	9	9	8	8	8	13	10	11	9	9	9	9	10	10	11	8	10	10	10	11	8	10	9	9	9	10	10	11	9	9	12	8	8	10	8	9	7	8	8	9	9	9	8	9	9
PF00118.19	Cpn60_TCP1	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	10	9	10	10	10	10	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	12	10	9	10	10	10	9	10	10
PF00119.15	ATP-synt_A	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
PF00120.19	Gln-synt_C	4	3	4	3	3	2	3	2	3	3	3	3	3	3	3	4	4	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	2	2	3	4	3	4	3	3	3	3	4	3	3	3	3	3	3	4	2	3	2	3	4	2	5	3	3	3	3	2	2	3	4	4	4	3	4	3	3	3	3	2	3	2	2	3	3	3	3	3	3	2	3	2	5	3	3	3	3	3	5	4	2	2
PF00121.13	TIM	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	1	2	1	1	2	2	2	2	2	1	2
PF00122.15	E1-E2_ATPase	24	21	22	19	21	18	22	18	17	16	16	17	16	23	19	22	19	20	16	17	17	19	22	20	20	20	21	22	26	18	20	17	19	15	14	16	18	27	22	17	18	23	20	19	20	19	20	17	19	23	20	22	16	16	17	16	18	20	18	21	22	17	22	17	14	17	15	23	19	18	22	20	19	20	22	16	15	17	17	21	21	19	20	21	14	19	21	15	16	16	18	18	23	18	19	27	16	16
PF00125.19	Histone	16	9	13	10	15	11	12	12	17	16	15	15	12	12	11	10	19	11	11	16	11	11	15	19	12	12	10	12	14	11	12	12	12	10	10	12	16	11	11	11	12	13	11	12	13	12	13	11	11	10	13	13	14	9	11	13	12	11	18	15	13	13	12	12	13	14	11	12	11	12	15	35	12	10	10	11	11	33	24	15	13	14	9	14	10	15	12	10	11	12	14	13	12	14	14	27	11	11
PF00126.22	HTH_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00127.15	Copper-bind	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	2	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0
PF00128.19	Alpha-amylase	10	7	6	7	8	4	12	8	11	15	14	13	7	9	8	9	10	13	14	4	14	7	7	4	8	8	7	7	8	6	6	5	6	6	11	5	5	7	10	10	9	10	6	10	8	5	12	7	7	10	10	13	9	14	13	5	7	9	10	6	11	6	7	3	6	10	12	10	7	4	8	6	7	7	10	5	9	12	13	8	7	3	6	10	10	4	11	5	7	7	14	14	11	3	19	17	12	13
PF00130.17	C1_1	2	3	2	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	2	2	1	1	4	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	2	0	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	3	2	2	2	2	2
PF00132.19	Hexapep	6	9	8	6	8	6	9	6	8	8	9	10	8	7	8	12	8	7	9	8	10	9	8	8	7	7	8	9	7	8	6	7	7	9	8	6	8	10	4	6	7	8	8	5	4	6	8	7	6	10	8	8	8	10	10	6	5	11	9	8	7	8	10	7	8	8	8	6	8	9	7	8	8	7	6	7	5	8	9	7	9	7	8	8	10	6	7	7	7	8	9	9	7	6	6	6	9	8
PF00133.17	tRNA-synt_1	9	6	7	8	8	6	7	7	6	6	6	6	6	7	9	6	10	8	6	8	5	7	7	7	7	7	7	7	7	7	7	7	7	6	6	7	6	6	8	9	7	8	7	7	8	7	7	7	7	6	8	10	5	6	6	6	7	6	6	8	7	6	7	6	6	7	6	7	10	7	7	8	8	6	7	7	7	7	6	7	7	7	9	7	6	7	7	7	8	5	7	7	7	7	6	8	6	6
PF00134.18	Cyclin_N	10	10	8	8	9	12	10	9	14	12	11	11	10	9	7	9	9	10	10	9	10	9	11	9	8	9	10	9	11	9	9	8	9	10	10	8	10	8	10	9	9	9	8	10	9	9	10	10	9	10	9	10	10	9	10	11	9	8	11	10	9	7	10	12	12	9	10	9	8	12	10	9	8	9	9	9	9	10	10	9	13	9	7	8	11	9	10	9	9	10	8	8	10	8	9	10	9	9
PF00135.23	COesterase	39	25	45	31	31	27	28	44	27	29	36	32	27	36	42	65	40	23	27	25	35	33	37	7	33	33	35	32	58	28	23	22	33	22	23	23	22	38	32	36	41	44	25	34	35	28	44	33	36	58	32	49	52	31	25	30	35	54	14	42	49	13	34	28	4	44	17	40	20	14	51	29	28	56	29	32	20	24	19	42	30	16	36	45	24	40	40	30	33	4	35	40	28	19	71	58	25	24
PF00136.16	DNA_pol_B	4	5	4	4	4	4	4	4	4	0	4	4	4	4	5	4	4	0	3	4	4	0	4	4	1	0	4	0	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	0	4	4
PF00137.16	ATP-synt_C	4	5	4	3	4	5	6	4	4	4	4	4	4	5	4	4	4	5	4	4	5	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	5	6	4	4	4	4	3	4	4	4	4	3	4	4	4	4	5	5	5	4	3	5	4	4	4	3	4	4	4	4	4	4	5	3	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	6	4	4	5	4	3	5	4	4	5	4	5	5
PF00139.14	Lectin_legB	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF00141.18	peroxidase	5	4	8	8	7	7	3	6	6	6	6	6	4	11	4	11	9	5	3	6	5	9	9	3	9	9	9	9	10	6	5	7	10	4	4	3	4	6	9	6	9	14	7	7	8	8	6	11	7	9	9	9	9	3	4	4	10	11	6	6	10	4	8	4	3	8	3	12	10	2	5	7	7	7	6	5	3	3	3	8	8	6	7	9	4	12	10	7	2	1	16	12	10	5	6	9	4	4
PF00142.13	Fer4_NifH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF00144.19	Beta-lactamase	14	10	14	8	10	10	8	4	11	8	8	6	7	9	6	16	15	10	12	8	11	8	7	5	6	7	8	8	24	11	4	4	12	7	10	10	7	17	14	19	18	20	5	12	18	12	13	10	13	13	7	26	18	11	10	6	18	15	6	15	17	2	11	6	0	12	9	21	10	3	20	7	8	19	18	4	4	6	6	14	5	5	11	21	5	22	24	4	7	1	7	12	10	3	25	25	10	10
PF00145.12	DNA_methylase	3	2	3	3	3	3	2	4	3	3	3	3	3	4	5	3	3	2	3	4	3	2	2	4	3	2	2	2	3	3	3	2	3	3	3	3	2	2	4	3	4	4	3	3	2	3	3	3	3	3	3	3	5	2	1	4	3	0	2	3	4	3	3	3	2	4	4	3	3	4	3	3	3	3	3	3	5	3	3	2	3	2	2	3	2	4	3	3	3	3	6	6	3	3	3	4	3	3
PF00146.16	NADHdh	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
PF00149.23	Metallophos	28	26	27	22	27	24	26	30	21	23	24	22	28	29	22	23	31	28	30	24	22	24	27	24	23	24	24	25	25	29	23	21	24	30	22	25	21	29	28	29	26	24	23	27	25	23	26	28	25	21	25	24	28	23	26	23	27	16	30	26	28	21	24	21	19	27	25	26	27	22	26	26	25	35	25	21	22	21	21	25	23	24	22	26	28	26	28	21	28	18	25	23	24	25	27	25	21	27
PF00150.13	Cellulase	23	14	20	13	18	12	15	12	17	22	25	23	15	12	18	20	21	8	11	13	14	14	15	3	12	14	14	14	19	15	13	16	17	8	10	13	8	15	21	20	20	19	13	9	17	20	20	16	19	16	17	20	13	14	10	12	13	17	7	15	18	16	18	11	8	17	8	14	15	9	19	13	14	12	18	13	17	9	9	19	12	11	20	20	10	13	22	7	17	6	14	12	16	13	25	22	11	10
PF00152.15	tRNA-synt_2	8	8	9	9	8	7	8	7	8	8	8	8	7	8	8	7	10	12	8	8	7	7	7	7	9	7	7	7	8	7	8	8	8	8	7	9	7	8	9	11	8	8	9	8	9	8	8	8	8	8	9	9	8	7	7	8	8	8	8	9	9	7	8	8	7	8	9	7	8	7	9	8	8	8	9	7	8	7	7	8	8	9	9	8	7	9	8	8	8	7	8	8	7	9	8	9	7	7
PF00153.22	Mito_carr	42	39	38	36	40	35	38	39	40	43	41	40	38	40	35	38	40	38	39	39	37	44	40	35	39	41	40	43	42	38	38	37	39	38	38	39	37	41	38	37	40	41	38	40	40	41	40	38	41	35	39	40	37	38	40	39	39	39	41	40	41	36	38	37	36	39	38	40	44	41	41	40	40	40	42	37	36	38	37	40	39	37	39	42	38	40	42	36	37	34	39	39	39	38	43	41	39	40
PF00154.16	RecA	1	2	1	3	1	1	3	1	1	1	3	1	1	1	4	2	1	2	1	1	3	1	2	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	4	1	1	4	1	1	1	3	1	1	1	1	1	1	1	0	1	1	1	2	1	1	0	1	1	1	1	0	1	1	3	0	4	5	2	4	2	3	1	1	1	1	1	3	1	0	1	1	1	1	2	4	4	1	1	0	1	3	3
PF00155.16	Aminotran_1_2	37	20	29	21	26	26	28	23	25	22	28	24	20	24	26	36	33	23	22	24	24	27	29	23	32	24	28	26	33	26	22	21	23	22	24	26	21	33	25	23	30	29	23	24	29	23	29	28	26	26	25	35	25	22	27	24	28	24	21	24	30	22	24	19	19	25	24	26	23	21	31	26	23	25	26	19	21	23	27	29	23	21	22	26	20	20	30	22	25	14	21	20	32	27	30	30	20	24
PF00156.22	Pribosyltran	8	8	8	7	7	8	8	7	9	8	7	8	7	9	6	7	9	9	7	9	8	8	7	7	7	7	8	8	8	8	8	7	8	8	8	9	9	8	8	7	8	8	8	8	9	8	8	6	8	7	8	8	7	7	8	6	7	7	8	8	8	7	7	6	6	8	8	7	7	7	9	8	8	7	9	6	7	7	7	8	9	6	7	7	8	8	8	7	7	7	9	9	8	7	7	7	8	8
PF00158.21	Sigma54_activat	2	1	2	2	3	2	2	1	2	4	3	2	2	3	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	3	3	2	2	2	2	1	2	1	3	2	3	3	2	3	2	2	2	2	2	2	2	3	2	3	2	2	2	2	3	4	2	3	2	2	3	2	2	2	2	3	2	2	2	2	1	3	2	3	4	2	2	3	2	1	2	1	2	1	2	2	3	2	2	2	2	3	3	3
PF00160.16	Pro_isomerase	10	11	12	11	11	10	11	11	12	12	12	12	12	11	11	10	10	11	12	12	12	12	13	10	12	12	11	12	10	12	12	10	12	12	12	12	10	10	11	11	9	11	12	12	11	13	10	13	11	10	10	10	11	12	12	11	12	10	11	11	11	10	12	10	11	10	12	10	11	11	11	12	12	10	9	10	10	12	12	11	12	10	10	11	12	12	10	12	11	9	15	13	11	9	13	11	12	13
PF00162.14	PGK	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
PF00163.14	Ribosomal_S4	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2
PF00164.20	Ribosom_S12_S23	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2
PF00165.18	HTH_AraC	1	2	1	2	1	0	1	1	2	2	2	2	1	1	2	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	2	0	0
PF00166.16	Cpn10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF00168.25	C2	8	8	10	9	8	8	9	9	8	8	8	8	8	9	9	8	9	10	9	12	10	10	10	9	10	10	10	10	9	11	10	9	10	8	9	10	10	13	10	9	9	10	9	8	9	10	9	9	9	8	9	8	9	9	11	8	9	8	10	10	9	8	9	9	9	9	11	9	8	10	11	10	10	9	9	9	8	9	9	10	8	8	9	10	9	10	8	9	8	10	12	11	8	9	11	8	8	9
PF00169.24	PH	13	9	10	9	11	14	14	9	9	10	11	10	11	9	6	12	12	10	11	11	11	11	12	10	12	12	11	11	11	11	12	10	10	10	11	11	9	10	10	11	11	12	11	11	9	11	11	10	11	13	10	12	12	9	8	10	10	12	13	13	11	11	13	12	9	10	11	11	11	10	12	11	11	10	12	12	8	13	12	11	11	12	13	11	8	12	12	10	10	12	12	12	12	13	11	13	9	10
PF00170.16	bZIP_1	18	10	17	12	13	16	13	14	12	16	12	13	12	17	13	25	15	21	16	13	13	15	17	12	16	17	16	18	16	13	15	16	15	13	12	16	16	19	16	17	16	16	12	18	13	13	12	15	15	21	14	15	12	13	12	12	18	16	18	16	14	16	17	15	6	14	12	12	14	12	19	14	16	19	18	13	14	15	13	13	16	11	10	15	11	17	12	12	14	11	16	16	14	13	28	20	11	11
PF00171.17	Aldedh	42	24	23	22	22	20	28	18	19	16	21	17	20	22	16	28	23	17	27	20	28	27	29	15	27	27	26	29	32	24	15	17	20	12	23	17	19	32	21	20	24	23	17	27	21	21	33	28	22	25	25	25	16	21	21	19	32	29	17	22	25	16	21	15	10	19	17	25	17	13	33	22	23	31	32	15	14	17	17	24	22	14	20	26	18	22	28	17	23	11	22	19	22	14	42	28	18	20
PF00172.13	Zn_clus	315	153	221	72	186	153	285	129	184	170	205	192	114	197	104	199	182	120	143	142	97	168	195	91	171	171	171	177	285	189	139	108	158	103	143	145	112	229	166	83	222	228	107	154	182	140	261	239	187	108	168	267	164	115	96	132	218	93	130	196	250	96	189	109	34	183	168	209	151	71	312	85	101	212	111	92	79	118	108	150	149	91	75	259	100	115	219	80	154	52	104	66	176	101	300	261	99	83
PF00173.23	Cyt-b5	24	24	23	18	23	20	28	21	27	25	24	25	21	23	17	27	26	19	27	21	26	24	24	19	24	26	25	25	28	20	20	20	26	19	26	23	21	25	22	20	23	24	20	29	24	22	25	25	23	21	23	25	20	24	24	22	28	23	23	26	27	20	22	18	17	23	23	21	24	22	26	23	24	23	25	23	20	23	20	27	26	21	21	27	22	19	24	17	20	18	20	20	19	20	29	23	24	25
PF00174.14	Oxidored_molyb	5	4	4	3	3	3	3	4	6	4	5	4	4	4	2	6	4	2	4	3	6	4	4	2	3	4	4	4	5	4	4	3	4	2	7	4	3	3	4	3	4	3	3	2	3	4	3	3	5	5	3	3	3	3	5	3	2	6	4	5	5	3	4	1	0	2	3	3	5	3	5	3	3	6	4	4	2	5	4	6	3	3	5	6	2	3	3	1	5	2	4	3	3	3	5	5	5	5
PF00175.16	NAD_binding_1	19	14	16	12	18	14	17	11	21	18	18	18	13	14	13	21	15	13	11	11	16	15	16	8	16	15	16	14	23	10	9	10	15	8	15	13	10	22	13	11	15	15	10	13	15	14	15	16	14	17	15	17	11	13	11	16	14	15	14	16	18	13	14	11	8	15	16	15	14	9	16	11	13	14	15	16	11	12	11	14	15	13	11	16	11	10	13	7	10	10	14	14	14	12	19	14	9	12
PF00176.18	SNF2_N	28	28	29	24	29	32	25	30	28	29	30	30	26	27	34	35	30	38	27	28	28	28	32	26	29	29	27	28	31	28	27	27	28	28	28	30	26	32	40	29	30	34	27	30	33	27	33	31	26	31	29	35	32	26	28	27	30	21	33	30	28	25	28	30	24	27	26	30	28	28	30	28	30	31	34	29	27	23	24	29	26	26	33	31	30	33	29	22	31	24	30	28	26	28	29	38	27	27
PF00177.16	Ribosomal_S7	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
PF00179.21	UQ_con	25	22	27	23	24	22	21	25	23	23	23	23	21	28	18	22	22	29	24	23	27	22	23	23	26	23	23	23	24	26	27	22	23	22	26	24	25	20	25	25	24	24	21	23	28	24	24	24	24	21	24	25	22	25	25	20	24	21	20	26	23	24	24	22	22	22	22	25	24	20	27	22	25	25	25	24	23	24	23	26	25	22	23	27	25	24	27	22	24	22	28	23	26	22	26	25	22	23
PF00180.15	Iso_dh	10	8	7	8	7	7	8	6	7	7	8	8	8	7	6	7	7	7	8	7	8	7	7	7	6	7	7	8	9	6	6	6	7	6	8	7	5	8	6	6	8	8	6	7	7	7	8	6	7	8	7	7	6	9	9	7	6	7	7	7	7	6	7	6	5	7	8	7	7	5	8	7	7	8	9	6	5	8	8	9	6	6	7	7	7	6	6	5	8	5	7	7	6	5	9	8	10	9
PF00181.18	Ribosomal_L2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
PF00183.13	HSP90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
PF00185.19	OTCace	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
PF00186.14	DHFR_1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1
